lat,lon,place,name,name:en,GNS:id,GNS:dsg_code,GNS:dsg_string,source
23.637388,119.534884,village,后螺,Houluo,-2630024,PPL,populated place,GNS
23.638462,119.529881,village,合界,Hejie,-2629998,PPL,populated place,GNS
23.635522,119.537467,village,横礁,Hengjiao,-2629944,PPL,populated place,GNS
23.269722,119.508333,village,西坪,Xiping,-2631458,PPL,populated place,GNS
23.55,119.566667,village,,Haiguangxincun,-2629864,PPL,populated place,GNS
23.652665,119.517745,village,小門,Xiaomen,-2630595,PPL,populated place,GNS
23.216667,119.416667,village,,Haifengcun,-2629850,PPL,populated place,GNS
23.612974,119.60316,village,中屯,Zhongtun,-2628989,PPL,populated place,GNS
23.548562,119.632558,village,蕭瓜,Xiaogua,-2630578,PPL,populated place,GNS
23.653426,119.605197,village,小岐頭,Xiaoqitou,-2630537,PPL,populated place,GNS
23.659892,119.596482,village,小赤崁,Xiaochikan,-2630530,PPL,populated place,GNS
23.551761,119.566432,village,光華,Guanghua,-2630523,PPL,populated place,GNS
23.216667,119.416667,village,,Zhongping,-2628925,PPL,populated place,GNS
23.596777,119.618897,village,中寮,Zhongliao,-2628879,PPL,populated place,GNS
23.566411,119.619147,village,星文,Xingwen,-2631151,PPL,populated place,GNS
23.551979,119.596889,village,菜園,Caiyuan,-2631129,PPL,populated place,GNS
23.586389,119.507222,village,赤馬,Chima,-2627961,PPL,populated place,GNS
23.644298,119.598924,village,鎭海,Zhenhai,-2627241,PPL,populated place,GNS
23.626721,119.597457,village,城前,Chengqian,-2627197,PPL,populated place,GNS
23.561166,119.689429,village,後灣,Houwan,10012467,PPL,populated place,GNS
23.601111,119.508889,village,池東,Chidong,-2627884,PPL,populated place,GNS
23.657917,119.562508,village,赤崁仔頭,Chikanzitou,-2627802,PPL,populated place,GNS
23.6025,119.505833,village,池西,Chixi,-2627793,PPL,populated place,GNS
23.662202,119.557686,village,西長岸,Xichang'an,-2627012,PPL,populated place,GNS
23.578673,119.602353,village,安宅,Anzhai,-2626984,PPL,populated place,GNS
23.568664,119.664613,village,尖山,Jianshan,-2627721,PPL,populated place,GNS
23.554086,119.587891,village,前寮,Qianliao,-2627678,PPL,populated place,GNS
23.562145,119.636288,village,隘門,Aimen,-2626841,PPL,populated place,GNS
23.650057,119.610736,village,岐頭,Qitou,-2628258,PPL,populated place,GNS
23.743056,119.6125,village,吉貝,Jibei,-2628231,PPL,populated place,GNS
23.632971,119.598651,village,講美,Jiangmei,-2627435,PPL,populated place,GNS
23.561883,119.558183,village,金龍頭,Jinlongtou,-2628162,PPL,populated place,GNS
23.526616,119.556464,village,青灣,Qingwan,-2628126,PPL,populated place,GNS
23.519854,119.576655,village,井垵,Jing'an,-2628116,PPL,populated place,GNS
23.363333,119.521667,village,將軍,Jiangjun,-2627416,PPL,populated place,GNS
23.599451,119.649513,village,靑螺,Qingluo,-2628029,PPL,populated place,GNS
23.245833,119.616944,village,砂港仔,Shagangzi,6333660,PPL,populated place,GNS
23.245,119.618611,village,東坪尾,Dongpingwei,6333661,PPL,populated place,GNS
23.245833,119.617778,village,西吉港仔,Xijigangzi,6333662,PPL,populated place,GNS
23.245278,119.671944,village,籠床箍,Longchuanggu,6333664,PPL,populated place,GNS
23.215278,119.436944,village,淮美,Huaimei,6333340,PPL,populated place,GNS
23.585805,119.581844,village,大石邊,Dashibian,10012503,PPL,populated place,GNS
23.660416,119.581483,village,白觀音,Baiguanyin,10012504,PPL,populated place,GNS
23.657677,119.584769,village,下瓦硐,Xiawatong,10012506,PPL,populated place,GNS
23.195833,119.424722,village,西南,Xinan,6333345,PPL,populated place,GNS
23.206111,119.433611,village,内埔,Neibu,6333346,PPL,populated place,GNS
23.198889,119.424444,village,南滬,Nanhu,6333356,PPL,populated place,GNS
23.216667,119.441667,village,頂隙,Dingxi,6333357,PPL,populated place,GNS
