lat,lon,place,name,name:en,GNS:id,GNS:dsg_code,GNS:dsg_string,source
24.661366,120.794926,village,北埔,Beibu,10019425,PPL,populated place,GNS
24.666667,120.8,village,,Bukou,-2635901,PPL,populated place,GNS
24.58772,120.774999,village,坑內,Kengnei,10019494,PPL,populated place,GNS
24.595314,120.788033,village,後龍底,Houlongdi,-2630185,PPL,populated place,GNS
24.600195,120.788061,village,埔仔頂,Buziding,10019715,PPL,populated place,GNS
24.601643,120.795113,village,崩崁頂,Bengkanding,10019717,PPL,populated place,GNS
24.602605,120.790367,village,烏土坪,Wutuping,10019716,PPL,populated place,GNS
24.606197,120.780676,village,松子脚,Songzijiao,-2637553,PPL,populated place,GNS
24.612459,120.797756,village,大莊,Dazhuang,-2637686,PPL,populated place,GNS
24.556323,120.854176,village,雙合水,Shuangheshui,-2637123,PPL,populated place,GNS
24.558355,120.853411,village,沙河,Shahe,10019508,PPL,populated place,GNS
24.5762,120.8511,village,頭屋,Touwu,-2639256,PPL,populated place,GNS
24.5668,120.8456,village,二岡坪,Ergangping,-2629260,PPL,populated place,GNS
24.700956,120.929196,village,湳湖,Nanhu,-2634456,PPL,populated place,GNS
24.6891,120.9233,village,土牛,Tuniu,-2639845,PPL,populated place,GNS
24.693063,120.922224,village,上埔,Shangbu,10019463,PPL,populated place,GNS
24.704123,120.92152,village,赤崎下,Chiqixia,10019781,PPL,populated place,GNS
24.695542,120.917488,village,三板橋,Sanbanqiao,10019595,PPL,populated place,GNS
24.703683,120.915138,village,下山下,Xiashanxia,10019798,PPL,populated place,GNS
24.691334,120.90401,village,蟠桃,Pantao,-2635215,PPL,populated place,GNS
24.697927,120.904762,village,後湖,Houhu,10019779,PPL,populated place,GNS
24.70291,120.903192,village,何厝,Hecuo,10019780,PPL,populated place,GNS
24.691286,120.894576,village,上庄,Shangzhuang,10019799,PPL,populated place,GNS
24.699348,120.89046,village,后莊,Houzhuang,-2630098,PPL,populated place,GNS
24.704402,120.891084,village,山下,Shanxia,-2636491,PPL,populated place,GNS
24.707282,120.885942,village,竹篙厝,Zhugaocuo,-2628605,PPL,populated place,GNS
24.629951,120.908051,village,下雙坑,Xiashuangkeng,-2630714,PPL,populated place,GNS
24.624506,120.904492,village,中間坑,Zhongjiankeng,10019523,PPL,populated place,GNS
24.628595,120.905483,village,菓作園,Guozuoyuan,-2633017,PPL,populated place,GNS
24.633333,120.9,village,,Tangbu,-2638205,PPL,populated place,GNS
24.623772,120.895458,village,大坪,Daping,-2638369,PPL,populated place,GNS
24.650833,120.917341,village,沙坑,Shakeng,-2636304,PPL,populated place,GNS
24.676818,120.922391,village,東興,Dongxing,-2639617,PPL,populated place,GNS
24.666667,120.916667,village,,Shacun,-2636605,PPL,populated place,GNS
24.671839,120.915208,village,瓦窯下,Wayaoxia,10019600,PPL,populated place,GNS
24.673833,120.915635,village,河背,Hebei,10019476,PPL,populated place,GNS
24.676235,120.910344,village,下東興,Xiadongxing,10019663,PPL,populated place,GNS
24.668767,120.906316,village,山下,Shanxia,10019664,PPL,populated place,GNS
24.638534,120.886629,village,湳坑,Nankeng,-2634510,PPL,populated place,GNS
24.649714,120.884891,village,中尖山,Zhongjianshan,10019478,PPL,populated place,GNS
24.659579,120.886285,village,鹿厨坑,Luchukeng,-2633629,PPL,populated place,GNS
24.655882,120.883539,village,尖下里,Jianxiali,-2627657,PPL,populated place,GNS
24.650403,120.881989,village,尖山下,Jianshanxia,-2627730,PPL,populated place,GNS
24.676657,120.888863,village,蘆竹湳,Luzhunan,-2633622,PPL,populated place,GNS
24.609238,120.903348,village,百六坑,Bailiukeng,10019630,PPL,populated place,GNS
24.597609,120.89505,village,出水坑,Chushuikeng,10019703,PPL,populated place,GNS
24.555404,120.926814,village,銃櫃,Chonggui,-2637707,PPL,populated place,GNS
24.583398,120.932072,village,藤湖,Tenghu,-2638697,PPL,populated place,GNS
24.55,120.916667,village,,Liufenkou,-2633467,PPL,populated place,GNS
24.587945,120.92221,village,大湖,Dahu,-2637787,PPL,populated place,GNS
24.590235,120.918947,village,上坪,Shangping,10019531,PPL,populated place,GNS
24.56984,120.906962,village,十二分,Shi'erfen,10019699,PPL,populated place,GNS
24.589241,120.911534,village,沙坪,Shaping,-2632061,PPL,populated place,GNS
24.587607,120.908293,village,黃屋伙房,Huangwuhuofang,10019697,PPL,populated place,GNS
24.578317,120.905291,village,中隘壢,Zhong'aili,-2628680,PPL,populated place,GNS
24.620014,120.948194,village,十五份,Shiwufen,-2637082,PPL,populated place,GNS
24.621204,120.944007,village,大河,Dahe,10019775,PPL,populated place,GNS
24.621641,120.95341,village,錫隘,Xi'ai,-2630380,PPL,populated place,GNS
24.591339,120.965809,village,馬麟社,Malinshe,-2634002,PPL,populated place,GNS
24.601028,120.956927,village,三洽坑,Sanxiakeng,-2636112,PPL,populated place,GNS
24.603874,120.97074,village,紙寮下,Zhiliaoxia,-2627820,PPL,populated place,GNS
24.605827,120.959276,village,紙寮,Zhiliao,10019809,PPL,populated place,GNS
24.608797,120.973933,village,石崀,Shilang,10019789,PPL,populated place,GNS
24.609307,120.959309,village,伯公莨,Bogonglang,10019527,PPL,populated place,GNS
24.609623,120.994307,village,細湖頂,Xihuding,-2630914,PPL,populated place,GNS
24.614995,120.97993,village,芎蕉湖,Xiongjiaohu,-2631587,PPL,populated place,GNS
24.616006,120.9731,village,上十股,Shangshigu,10019788,PPL,populated place,GNS
24.599559,121.005788,village,石駁頭,Shibotou,10019537,PPL,populated place,GNS
24.601011,120.998665,village,南庄,Nanzhuang,-2634415,PPL,populated place,GNS
24.606749,121.002891,village,田寮,Tianliao,10019558,PPL,populated place,GNS
24.61559,121.010649,village,烏蛇嘴,Wushezui,-2640509,PPL,populated place,GNS
24.615835,121.007206,village,桂竹林,Guizhulin,-2632740,PPL,populated place,GNS
24.619845,121.002785,village,菜堂下,Caitangxia,10019673,PPL,populated place,GNS
24.622979,121.006402,village,大石壁,Dashibi,10019556,PPL,populated place,GNS
24.624444,121.015278,village,大窩,Dawo,6438170,PPL,populated place,GNS
24.629513,121.012015,village,田美,Tianmei,-2638905,PPL,populated place,GNS
24.632981,121.013193,village,龍門口,Longmenkou,-2633762,PPL,populated place,GNS
24.634444,121.021111,village,百段崎,Baiduanqi,6438356,PPL,populated place,GNS
24.638327,121.005486,village,竹湖,Zhuhu,10019555,PPL,populated place,GNS
24.638333,121.011111,village,本坑,Benkeng,6438347,PPL,populated place,GNS
24.452222,120.682222,village,大窩,Dawo,9184597,PPL,populated place,GNS
24.457778,120.678333,village,隘口寮,Aikouliao,-2626825,PPL,populated place,GNS
24.458333,120.6975,village,倒梯崎,Daotiqi,9184588,PPL,populated place,GNS
24.459167,120.688333,village,鬼仔窩,Guiziwo,9184591,PPL,populated place,GNS
24.462222,120.699444,village,楓樹窩仔,Fengshuwozi,6418542,PPL,populated place,GNS
