lat,lon,place,name,name:en,GNS:id,GNS:dsg_code,GNS:dsg_string,source
25.066667,121.166667,hamlet,,Niukuliao,-2634908,PPL,populated place,GNS
25.066667,121.25,hamlet,,Weigu,-2640199,PPL,populated place,GNS
25.066667,121.25,hamlet,,Guotianzi,-2633015,PPL,populated place,GNS
24.983333,121.316667,hamlet,,Fenglin,-2629540,PPL,populated place,GNS
25.033333,121.166667,hamlet,,Dongcuo,-2639813,PPL,populated place,GNS
25.016667,121.166667,hamlet,,Dalun,-2638110,PPL,populated place,GNS
25.016667,121.15,hamlet,,Baomei,-2635253,PPL,populated place,GNS
24.766667,121.333333,hamlet,,Guxicun,-2632806,PPL,populated place,GNS
25.016667,121.05,hamlet,,Datanguoxiao,-2638517,PPL,populated place,GNS
25.066667,121.35,hamlet,,Kulinglin,-2632836,PPL,populated place,GNS
25.066667,121.216667,hamlet,,Cecuozi,-2639402,PPL,populated place,GNS
25.066667,121.216667,hamlet,,Yancaodi,-2640731,PPL,populated place,GNS
24.916667,121.216667,hamlet,,Xinjie,-2631023,PPL,populated place,GNS
25.016667,121.2,hamlet,,Xiaxiaxi,-2630358,PPL,populated place,GNS
24.9,121.15,hamlet,,Ertingxi,-2629303,PPL,populated place,GNS
25.033333,121.083333,hamlet,,Pinglin,-2635697,PPL,populated place,GNS
24.966667,121.166667,hamlet,,Wenling,-2640242,PPL,populated place,GNS
24.933333,121.166667,hamlet,,Miaoshansi,-2634245,PPL,populated place,GNS
24.9,121.183333,hamlet,,Shanfeng,-2636371,PPL,populated place,GNS
24.916667,121.283333,hamlet,,Changkanjiao,-2627049,PPL,populated place,GNS
24.65,121.316667,hamlet,,Geleishe,-2632518,PPL,populated place,GNS
25,121.216667,hamlet,,Piliaozi,-2635645,PPL,populated place,GNS
24.983333,121.2,hamlet,,Touqianpu,-2639186,PPL,populated place,GNS
24.883333,121.15,hamlet,,Laokengwei,-2633133,PPL,populated place,GNS
24.85,121.183333,hamlet,,Sifanglin,-2637405,PPL,populated place,GNS
24.916667,121.166667,hamlet,,Shanxia,-2636492,PPL,populated place,GNS
24.916667,121.216667,hamlet,,Shangbeishi,-2636438,PPL,populated place,GNS
25.016667,121.283333,hamlet,,Caitang,-2639294,PPL,populated place,GNS
25.016667,121.283333,hamlet,,Cailiaozi,-2639284,PPL,populated place,GNS
25.016667,121.216667,hamlet,,Hongpijiao,-2631836,PPL,populated place,GNS
24.933333,121.233333,hamlet,,Buding,-2635935,PPL,populated place,GNS
24.95,121.25,hamlet,,Shanjiao,-2636349,PPL,populated place,GNS
24.95,121.233333,hamlet,,Xiabeishi,-2630658,PPL,populated place,GNS
24.85,121.2,hamlet,,Lanxin,-2633084,PPL,populated place,GNS
24.85,121.2,hamlet,,Longyin,-2633815,PPL,populated place,GNS
24.7,121.4,hamlet,,Qiala,-2627350,PPL,populated place,GNS
25.05,121.141667,hamlet,,Caolei,97279,PPL,populated place,GNS
25,121.266667,hamlet,,Shulin,-2637344,PPL,populated place,GNS
25.016667,121.266667,hamlet,,Huoshaocuo,-2631880,PPL,populated place,GNS
25.016667,121.233333,hamlet,,Lunzitou,-2633866,PPL,populated place,GNS
25,121.316667,hamlet,,Yishicun,-2632018,PPL,populated place,GNS
25,121.316667,hamlet,,Pozitou,-2635857,PPL,populated place,GNS
25.001111,121.304722,hamlet,,Lintoudian,-2633363,PPL,populated place,GNS
24.983333,121.133333,hamlet,,Kulian,-2632822,PPL,populated place,GNS
25.05,121.283333,hamlet,,Gancheyuan,-2632166,PPL,populated place,GNS
24.833333,121.333333,hamlet,,Wanshan,-2640110,PPL,populated place,GNS
24.833333,121.333333,hamlet,,Zhentoushan,-2627282,PPL,populated place,GNS
24.85,121.333333,hamlet,,Shuiliudongshe,-2637243,PPL,populated place,GNS
25.016667,121.3,hamlet,,Kanzijiao,-2632353,PPL,populated place,GNS
24.966667,121.266667,hamlet,,Bailucuo,-2635062,PPL,populated place,GNS
24.983333,121.266667,hamlet,,Zhonglu,-2628899,PPL,populated place,GNS
24.966667,121.233333,hamlet,,Fangding,-2629352,PPL,populated place,GNS
24.966667,121.233333,hamlet,,Huangwuzhuang,-2631731,PPL,populated place,GNS
24.966667,121.233333,hamlet,,Zhongcuo,-2628984,PPL,populated place,GNS
24.966667,121.233333,hamlet,,Daguan,-2638022,PPL,populated place,GNS
24.983333,121.233333,hamlet,,Neilili,-2634778,PPL,populated place,GNS
24.983333,121.233333,hamlet,,Qidian,-2628247,PPL,populated place,GNS
24.966667,121.2,hamlet,,Sanlicuo,-2636203,PPL,populated place,GNS
25.066667,121.266667,hamlet,,Fanzitan,-2629457,PPL,populated place,GNS
25.066667,121.266667,hamlet,,Jinxingcun,-2628143,PPL,populated place,GNS
24.983333,121.3,hamlet,,Tianshulin,-2638852,PPL,populated place,GNS
24.983333,121.283333,hamlet,,Wanggaoliao,-2640027,PPL,populated place,GNS
24.816667,121.25,hamlet,,Daxijie,-2637757,PPL,populated place,GNS
