lat,lon,place,name,name:en,GNS:id,GNS:dsg_code,GNS:dsg_string,source
22.683333,121.5,village,,Liumagou,-2633499,PPL,populated place,GNS
22.671111,121.506667,village,觀音洞,Guanyindong,-2632729,PPL,populated place,GNS
22.656944,121.500556,village,海參坪,Haishenping,-2629886,PPL,populated place,GNS
22.674167,121.471944,village,中寮,Zhongliao,-2628874,PPL,populated place,GNS
22.674167,121.479444,village,柴口,Chaikou,-2626986,PPL,populated place,GNS
22.674444,121.496389,village,將軍岩,Jiangjunyan,-2627422,PPL,populated place,GNS
23.127255,121.379117,village,大坪頂,Dapingding,10027440,PPL,populated place,GNS
23.12546,121.37152,village,富台,Futai,10027441,PPL,populated place,GNS
23.122339,121.406893,village,三仙臺,Sanxiantai,10027450,PPL,populated place,GNS
22.662222,121.503611,village,白角,Baijiao,6431167,PPL,populated place,GNS
22.646944,121.498333,village,溫泉,Wenquan,6431169,PPL,populated place,GNS
22.636944,121.503056,village,旭海,Xuhai,6431170,PPL,populated place,GNS
22.650556,121.500833,village,尾湖,Weihu,6431171,PPL,populated place,GNS
22.638333,121.5,village,白沙,Baisha,6431173,PPL,populated place,GNS
23.397317,121.478412,village,八仙洞,Baxiandong,10035478,PPL,populated place,GNS
23.315144,121.45158,village,崎腳,Qijiao,10035515,PPL,populated place,GNS
22.322222,120.891111,village,圓山,Yuanshan,-2640815,PPL,populated place,GNS
22.336111,120.881111,village,大湖,Dahu,-2637778,PPL,populated place,GNS
23.380501,121.471517,village,大俱來,Dajulai,-2637701,PPL,populated place,GNS
22.45,120.933333,village,,Dazhugaoshan,-2637698,PPL,populated place,GNS
22.443611,120.938611,village,大竹,Dazhu,-2637671,PPL,populated place,GNS
23.223867,121.414474,village,,Danman,-2638231,PPL,populated place,GNS
22.384722,120.91,village,大鳥,Daniao,-2638215,PPL,populated place,GNS
22.968056,121.303611,village,東河,Donghe,-2639591,PPL,populated place,GNS
22.294167,120.885833,village,達仁,Daren,-2637964,PPL,populated place,GNS
22.604444,121.001667,village,德其里,Deqili,-2638679,PPL,populated place,GNS
22.6125,121.004444,village,太麻里,Taimali,-2637860,PPL,populated place,GNS
22.555556,120.966944,village,大武窟,Dawuku,-2638644,PPL,populated place,GNS
22.362778,120.906944,village,大武,Dawu,-2638636,PPL,populated place,GNS
23.176802,121.40088,village,石雨傘,Shiyusan,-2637090,PPL,populated place,GNS
23.330022,121.462066,village,長光,Changguang,-2636808,PPL,populated place,GNS
23.121199,121.401695,village,三仙,Sanxian,-2636118,PPL,populated place,GNS
23.357962,121.468631,village,三間屋,Sanjianwu,-2636056,PPL,populated place,GNS
